project_accession	project_alias	sample_alias	run_alias	library_name	library_source	library_selection	library_strategy	library_construction_protocol	instrument_model	file_type	library_layout	insert_size	forward_file_name	reverse_file_name
EGAS00001005494	G-SAM	BAM2	BAM2-2114_NGS19-J373_AHLGTCDSXX_S17_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAM2-2114_NGS19-J373_AHLGTCDSXX_S17_L002_R1_001.fastq.gz	BAM2-2114_NGS19-J373_AHLGTCDSXX_S17_L002_R2_001.fastq.gz
EGAS00001005494	G-SAM	BAN2	BAN2-2029_NGS19-J510_AHM2NJDSXX_S237_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAN2-2029_NGS19-J510_AHM2NJDSXX_S237_L003_R1_001.fastq.gz	BAN2-2029_NGS19-J510_AHM2NJDSXX_S237_L003_R2_001.fastq.gz
EGAS00001005495	G-SAM	BAO1	BAO1-2190_NGS19-J293_AHKK5WDSXX_S33_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAO1-2190_NGS19-J293_AHKK5WDSXX_S33_L002_R1_001.fastq.gz	BAO1-2190_NGS19-J293_AHKK5WDSXX_S33_L002_R2_001.fastq.gz
EGAS00001005495	G-SAM	BAO1	BAO1-2190_NGS19-J293_BHJTTYDSXX_S27_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAO1-2190_NGS19-J293_BHJTTYDSXX_S27_L001_R1_001.fastq.gz	BAO1-2190_NGS19-J293_BHJTTYDSXX_S27_L001_R2_001.fastq.gz
EGAS00001005496	G-SAM	BAO2	BAO2-2031_NGS19-J529_AHM2NJDSXX_S256_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAO2-2031_NGS19-J529_AHM2NJDSXX_S256_L004_R1_001.fastq.gz	BAO2-2031_NGS19-J529_AHM2NJDSXX_S256_L004_R2_001.fastq.gz
EGAS00001005496	G-SAM	BAR1	BAR1-2036_NGS19-J323_AHKK5WDSXX_S111_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAR1-2036_NGS19-J323_AHKK5WDSXX_S111_L003_R1_001.fastq.gz	BAR1-2036_NGS19-J323_AHKK5WDSXX_S111_L003_R2_001.fastq.gz
EGAS00001005497	G-SAM	BAR1	BAR1-2036_NGS19-J323_BHJTTYDSXX_S57_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAR1-2036_NGS19-J323_BHJTTYDSXX_S57_L001_R1_001.fastq.gz	BAR1-2036_NGS19-J323_BHJTTYDSXX_S57_L001_R2_001.fastq.gz
EGAS00001005497	G-SAM	BAR2	BAR2-2037_NGS19-J489_AHM2NJDSXX_S37_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAR2-2037_NGS19-J489_AHM2NJDSXX_S37_L002_R1_001.fastq.gz	BAR2-2037_NGS19-J489_AHM2NJDSXX_S37_L002_R2_001.fastq.gz
EGAS00001005498	G-SAM	BAS1	BAS1-2117_NGS19-J614_BHM33WDSXX_S66_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAS1-2117_NGS19-J614_BHM33WDSXX_S66_L003_R1_001.fastq.gz	BAS1-2117_NGS19-J614_BHM33WDSXX_S66_L003_R2_001.fastq.gz
EGAS00001005498	G-SAM	BAS2	BAS2-2118_NGS19-J398_AHLGTCDSXX_S42_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAS2-2118_NGS19-J398_AHLGTCDSXX_S42_L003_R1_001.fastq.gz	BAS2-2118_NGS19-J398_AHLGTCDSXX_S42_L003_R2_001.fastq.gz
EGAS00001005499	G-SAM	BAT1	BAT1-2038_NGS19-J308_AHKK5WDSXX_S96_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAT1-2038_NGS19-J308_AHKK5WDSXX_S96_L003_R1_001.fastq.gz	BAT1-2038_NGS19-J308_AHKK5WDSXX_S96_L003_R2_001.fastq.gz
EGAS00001005499	G-SAM	BAT1	BAT1-2038_NGS19-J308_BHJTTYDSXX_S42_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAT1-2038_NGS19-J308_BHJTTYDSXX_S42_L001_R1_001.fastq.gz	BAT1-2038_NGS19-J308_BHJTTYDSXX_S42_L001_R2_001.fastq.gz
EGAS00001005500	G-SAM	BAT2	BAT2_NGS20-O005_AHGJCYDSXY_S453_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAT2_NGS20-O005_AHGJCYDSXY_S453_L002_R1_001.fastq.gz	BAT2_NGS20-O005_AHGJCYDSXY_S453_L002_R2_001.fastq.gz
EGAS00001005500	G-SAM	BAW1	BAW1-2119_NGS19-J338_AHKK5WDSXX_S126_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAW1-2119_NGS19-J338_AHKK5WDSXX_S126_L004_R1_001.fastq.gz	BAW1-2119_NGS19-J338_AHKK5WDSXX_S126_L004_R2_001.fastq.gz
EGAS00001005501	G-SAM	BAW2	BAW2-2120_NGS19-J616_BHM33WDSXX_S68_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAW2-2120_NGS19-J616_BHM33WDSXX_S68_L003_R1_001.fastq.gz	BAW2-2120_NGS19-J616_BHM33WDSXX_S68_L003_R2_001.fastq.gz
EGAS00001005501	G-SAM	BAX1	BAX1-2590_NGS19-J568_BHM33WDSXX_S20_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAX1-2590_NGS19-J568_BHM33WDSXX_S20_L002_R1_001.fastq.gz	BAX1-2590_NGS19-J568_BHM33WDSXX_S20_L002_R2_001.fastq.gz
EGAS00001005502	G-SAM	BAY1	BAY1-2693_NGS19-J532_AHM2NJDSXX_S259_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAY1-2693_NGS19-J532_AHM2NJDSXX_S259_L004_R1_001.fastq.gz	BAY1-2693_NGS19-J532_AHM2NJDSXX_S259_L004_R2_001.fastq.gz
EGAS00001005502	G-SAM	BAY2	BAY2_NGS20-O004_AHGJCYDSXY_S68_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	BAY2_NGS20-O004_AHGJCYDSXY_S68_L002_R1_001.fastq.gz	BAY2_NGS20-O004_AHGJCYDSXY_S68_L002_R2_001.fastq.gz
EGAS00001005503	G-SAM	CAC1	CAC1_NGS20-O003_AHGJCYDSXY_S67_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAC1_NGS20-O003_AHGJCYDSXY_S67_L002_R1_001.fastq.gz	CAC1_NGS20-O003_AHGJCYDSXY_S67_L002_R2_001.fastq.gz
EGAS00001005503	G-SAM	CAC2	CAC2-2608_NGS19-J461_AHM2NJDSXX_S9_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAC2-2608_NGS19-J461_AHM2NJDSXX_S9_L002_R1_001.fastq.gz	CAC2-2608_NGS19-J461_AHM2NJDSXX_S9_L002_R2_001.fastq.gz
EGAS00001005504	G-SAM	CAD1	CAD1-2367_NGS19-J430_AHLGTCDSXX_S74_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAD1-2367_NGS19-J430_AHLGTCDSXX_S74_L004_R1_001.fastq.gz	CAD1-2367_NGS19-J430_AHLGTCDSXX_S74_L004_R2_001.fastq.gz
EGAS00001005504	G-SAM	CAD2	CAD2-2609_NGS19-J464_AHM2NJDSXX_S12_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAD2-2609_NGS19-J464_AHM2NJDSXX_S12_L002_R1_001.fastq.gz	CAD2-2609_NGS19-J464_AHM2NJDSXX_S12_L002_R2_001.fastq.gz
EGAS00001005505	G-SAM	CAF1	CAF1-2755_NGS19-J309_AHKK5WDSXX_S97_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAF1-2755_NGS19-J309_AHKK5WDSXX_S97_L003_R1_001.fastq.gz	CAF1-2755_NGS19-J309_AHKK5WDSXX_S97_L003_R2_001.fastq.gz
EGAS00001005505	G-SAM	CAF1	CAF1-2755_NGS19-J309_BHJTTYDSXX_S43_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAF1-2755_NGS19-J309_BHJTTYDSXX_S43_L001_R1_001.fastq.gz	CAF1-2755_NGS19-J309_BHJTTYDSXX_S43_L001_R2_001.fastq.gz
EGAS00001005506	G-SAM	CAF2	CAF2-1907_NGS19-J303_AHKK5WDSXX_S91_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAF2-1907_NGS19-J303_AHKK5WDSXX_S91_L003_R1_001.fastq.gz	CAF2-1907_NGS19-J303_AHKK5WDSXX_S91_L003_R2_001.fastq.gz
EGAS00001005506	G-SAM	CAF2	CAF2-1907_NGS19-J303_BHJTTYDSXX_S37_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAF2-1907_NGS19-J303_BHJTTYDSXX_S37_L001_R1_001.fastq.gz	CAF2-1907_NGS19-J303_BHJTTYDSXX_S37_L001_R2_001.fastq.gz
EGAS00001005507	G-SAM	CAO1	CAO1_NGS20-O002_AHGJCYDSXY_S66_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAO1_NGS20-O002_AHGJCYDSXY_S66_L002_R1_001.fastq.gz	CAO1_NGS20-O002_AHGJCYDSXY_S66_L002_R2_001.fastq.gz
EGAS00001005507	G-SAM	CAO2	CAO2-1912_NGS19-J331_AHKK5WDSXX_S119_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAO2-1912_NGS19-J331_AHKK5WDSXX_S119_L004_R1_001.fastq.gz	CAO2-1912_NGS19-J331_AHKK5WDSXX_S119_L004_R2_001.fastq.gz
EGAS00001005508	G-SAM	CAV1	CAV1_NGS20-O011_AHGJCYDSXY_S115_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAV1_NGS20-O011_AHGJCYDSXY_S115_L002_R1_001.fastq.gz	CAV1_NGS20-O011_AHGJCYDSXY_S115_L002_R2_001.fastq.gz
EGAS00001005508	G-SAM	CAV2	CAV2-1872_NGS19-J346_AHKK5WDSXX_S134_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CAV2-1872_NGS19-J346_AHKK5WDSXX_S134_L004_R1_001.fastq.gz	CAV2-1872_NGS19-J346_AHKK5WDSXX_S134_L004_R2_001.fastq.gz
EGAS00001005509	G-SAM	CBA1	CBA1-1870_NGS19-J342_AHKK5WDSXX_S130_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBA1-1870_NGS19-J342_AHKK5WDSXX_S130_L004_R1_001.fastq.gz	CBA1-1870_NGS19-J342_AHKK5WDSXX_S130_L004_R2_001.fastq.gz
EGAS00001005509	G-SAM	CBA2	CBA2-1874_NGS19-J474_AHM2NJDSXX_S22_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBA2-1874_NGS19-J474_AHM2NJDSXX_S22_L002_R1_001.fastq.gz	CBA2-1874_NGS19-J474_AHM2NJDSXX_S22_L002_R2_001.fastq.gz
EGAS00001005510	G-SAM	CBE1	CBE1-1862_NGS19-J537_AHM2NJDSXX_S264_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBE1-1862_NGS19-J537_AHM2NJDSXX_S264_L004_R1_001.fastq.gz	CBE1-1862_NGS19-J537_AHM2NJDSXX_S264_L004_R2_001.fastq.gz
EGAS00001005510	G-SAM	CBE2	CBE2-1873_NGS19-J341_AHKK5WDSXX_S129_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBE2-1873_NGS19-J341_AHKK5WDSXX_S129_L004_R1_001.fastq.gz	CBE2-1873_NGS19-J341_AHKK5WDSXX_S129_L004_R2_001.fastq.gz
EGAS00001005511	G-SAM	CBG1	CBG1-1838_NGS19-J314_AHKK5WDSXX_S102_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBG1-1838_NGS19-J314_AHKK5WDSXX_S102_L003_R1_001.fastq.gz	CBG1-1838_NGS19-J314_AHKK5WDSXX_S102_L003_R2_001.fastq.gz
EGAS00001005511	G-SAM	CBG1	CBG1-1838_NGS19-J314_BHJTTYDSXX_S48_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBG1-1838_NGS19-J314_BHJTTYDSXX_S48_L001_R1_001.fastq.gz	CBG1-1838_NGS19-J314_BHJTTYDSXX_S48_L001_R2_001.fastq.gz
EGAS00001005512	G-SAM	CBH1	CBH1-1794_NGS19-J507_AHM2NJDSXX_S234_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBH1-1794_NGS19-J507_AHM2NJDSXX_S234_L003_R1_001.fastq.gz	CBH1-1794_NGS19-J507_AHM2NJDSXX_S234_L003_R2_001.fastq.gz
EGAS00001005512	G-SAM	CBH2	CBH2-1898_NGS19-J437_AHLGTCDSXX_S81_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBH2-1898_NGS19-J437_AHLGTCDSXX_S81_L004_R1_001.fastq.gz	CBH2-1898_NGS19-J437_AHLGTCDSXX_S81_L004_R2_001.fastq.gz
EGAS00001005513	G-SAM	CBI1	CBI1-2735_NGS19-J484_AHM2NJDSXX_S32_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBI1-2735_NGS19-J484_AHM2NJDSXX_S32_L002_R1_001.fastq.gz	CBI1-2735_NGS19-J484_AHM2NJDSXX_S32_L002_R2_001.fastq.gz
EGAS00001005513	G-SAM	CBI2	CBI2-1887_NGS19-J370_AHLGTCDSXX_S14_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBI2-1887_NGS19-J370_AHLGTCDSXX_S14_L002_R1_001.fastq.gz	CBI2-1887_NGS19-J370_AHLGTCDSXX_S14_L002_R2_001.fastq.gz
EGAS00001005514	G-SAM	CBM1	CBM1-1865_NGS19-J488_AHM2NJDSXX_S36_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBM1-1865_NGS19-J488_AHM2NJDSXX_S36_L002_R1_001.fastq.gz	CBM1-1865_NGS19-J488_AHM2NJDSXX_S36_L002_R2_001.fastq.gz
EGAS00001005514	G-SAM	CBM2	CBM2-1883_NGS19-J431_AHLGTCDSXX_S75_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBM2-1883_NGS19-J431_AHLGTCDSXX_S75_L004_R1_001.fastq.gz	CBM2-1883_NGS19-J431_AHLGTCDSXX_S75_L004_R2_001.fastq.gz
EGAS00001005515	G-SAM	CBP1	CBP1-2737_NGS19-J479_AHM2NJDSXX_S27_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBP1-2737_NGS19-J479_AHM2NJDSXX_S27_L002_R1_001.fastq.gz	CBP1-2737_NGS19-J479_AHM2NJDSXX_S27_L002_R2_001.fastq.gz
EGAS00001005515	G-SAM	CBP2	CBP2-2738_NGS19-J439_AHLGTCDSXX_S83_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBP2-2738_NGS19-J439_AHLGTCDSXX_S83_L004_R1_001.fastq.gz	CBP2-2738_NGS19-J439_AHLGTCDSXX_S83_L004_R2_001.fastq.gz
EGAS00001005516	G-SAM	CBQ1	CBQ1_NGS20-O010_AHGJCYDSXY_S114_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBQ1_NGS20-O010_AHGJCYDSXY_S114_L002_R1_001.fastq.gz	CBQ1_NGS20-O010_AHGJCYDSXY_S114_L002_R2_001.fastq.gz
EGAS00001005516	G-SAM	CBQ2	CBQ2-1863_NGS19-J394_AHLGTCDSXX_S38_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBQ2-1863_NGS19-J394_AHLGTCDSXX_S38_L002_R1_001.fastq.gz	CBQ2-1863_NGS19-J394_AHLGTCDSXX_S38_L002_R2_001.fastq.gz
EGAS00001005517	G-SAM	CBR1	CBR1-1853_NGS19-J300_AHKK5WDSXX_S88_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBR1-1853_NGS19-J300_AHKK5WDSXX_S88_L003_R1_001.fastq.gz	CBR1-1853_NGS19-J300_AHKK5WDSXX_S88_L003_R2_001.fastq.gz
EGAS00001005517	G-SAM	CBR1	CBR1-1853_NGS19-J300_BHJTTYDSXX_S34_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBR1-1853_NGS19-J300_BHJTTYDSXX_S34_L001_R1_001.fastq.gz	CBR1-1853_NGS19-J300_BHJTTYDSXX_S34_L001_R2_001.fastq.gz
EGAS00001005518	G-SAM	CBR2	CBR2-1856_NGS19-J274_AHKK5WDSXX_S14_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBR2-1856_NGS19-J274_AHKK5WDSXX_S14_L002_R1_001.fastq.gz	CBR2-1856_NGS19-J274_AHKK5WDSXX_S14_L002_R2_001.fastq.gz
EGAS00001005518	G-SAM	CBR2	CBR2-1856_NGS19-J274_BHJTTYDSXX_S8_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBR2-1856_NGS19-J274_BHJTTYDSXX_S8_L001_R1_001.fastq.gz	CBR2-1856_NGS19-J274_BHJTTYDSXX_S8_L001_R2_001.fastq.gz
EGAS00001005519	G-SAM	CBS1	CBS1_NGS20-O009_AHGJCYDSXY_S113_L002	NGS20	TRANSCRIPTOMIC	cDNA	RNA-seq	RNeasy FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBS1_NGS20-O009_AHGJCYDSXY_S113_L002_R1_001.fastq.gz	CBS1_NGS20-O009_AHGJCYDSXY_S113_L002_R2_001.fastq.gz
EGAS00001005519	G-SAM	CBS2	CBS2-2740_NGS19-J500_AHM2NJDSXX_S227_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBS2-2740_NGS19-J500_AHM2NJDSXX_S227_L003_R1_001.fastq.gz	CBS2-2740_NGS19-J500_AHM2NJDSXX_S227_L003_R2_001.fastq.gz
EGAS00001005520	G-SAM	CBT1	CBT1-2565_NGS19-J315_AHKK5WDSXX_S103_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBT1-2565_NGS19-J315_AHKK5WDSXX_S103_L003_R1_001.fastq.gz	CBT1-2565_NGS19-J315_AHKK5WDSXX_S103_L003_R2_001.fastq.gz
EGAS00001005520	G-SAM	CBT1	CBT1-2565_NGS19-J315_BHJTTYDSXX_S49_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBT1-2565_NGS19-J315_BHJTTYDSXX_S49_L001_R1_001.fastq.gz	CBT1-2565_NGS19-J315_BHJTTYDSXX_S49_L001_R2_001.fastq.gz
EGAS00001005521	G-SAM	CBT2	CBT2-2685_NGS19-J312_AHKK5WDSXX_S100_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBT2-2685_NGS19-J312_AHKK5WDSXX_S100_L003_R1_001.fastq.gz	CBT2-2685_NGS19-J312_AHKK5WDSXX_S100_L003_R2_001.fastq.gz
EGAS00001005521	G-SAM	CBT2	CBT2-2685_NGS19-J312_BHJTTYDSXX_S46_L001	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBT2-2685_NGS19-J312_BHJTTYDSXX_S46_L001_R1_001.fastq.gz	CBT2-2685_NGS19-J312_BHJTTYDSXX_S46_L001_R2_001.fastq.gz
EGAS00001005522	G-SAM	CBV1	CBV1-2741_NGS19-J540_AHM2NJDSXX_S267_L004	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBV1-2741_NGS19-J540_AHM2NJDSXX_S267_L004_R1_001.fastq.gz	CBV1-2741_NGS19-J540_AHM2NJDSXX_S267_L004_R2_001.fastq.gz
EGAS00001005522	G-SAM	CBV2	CBV2-2742_NGS19-J572_BHM33WDSXX_S24_L002	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CBV2-2742_NGS19-J572_BHM33WDSXX_S24_L002_R1_001.fastq.gz	CBV2-2742_NGS19-J572_BHM33WDSXX_S24_L002_R2_001.fastq.gz
EGAS00001005523	G-SAM	CCD1	CCD1-1911_NGS19-J302_AHKK5WDSXX_S90_L003	NGS19	TRANSCRIPTOMIC	cDNA	RNA-seq	Allprep DNA/RNA FFPE kit (Qiagen, Venlo, The Netherlands)	Illumina NovaSeq 6000	fastq	PAIRED	200	CCD1-1911_NGS19-J302_AHKK5WDSXX_S90_L003_R1_001.fastq.gz	CCD1-1911_NGS19-J302_AHKK5WDSXX_S90_L003_R2_001.fastq.gz
